code,name,desription,price,type,provider,img
81866477,Cemento cola Pegoland blanco 25 kg,Cemento cola Pegoland de color blanco. Se recomienda no aplicar a menos de 5°C ni por encima de 30°C. Se recomienda dejar una junta libre de dilatación perimetral en pavimentos interiores con superficie mayor a 15 m². Indicado para formatos de 45 x 45 como máximo. El soporte debe ser resistente y limpio. Contenido: 25 kg.Apto para interior y exterior. Máximo agarre,3.89,product,leroymerlin,https://media.adeo.com/marketplace/LMES/81866477/1827882.png?width=650&height=650&format=jpg&quality=80&fit=bounds
