name,website,phone,logo
leroymerlin,www.leroymerlin.es,963 92 91 00,https://www.google.com/url?sa=i&url=https%3A%2F%2Fjofer.pro%2Fen%2Fhome-2%2Fjofer-logo-empresas-leroy-merlin%2F&psig=AOvVaw1Ymn-pPpq4H-gGtTWXjctY&ust=1670626087589000&source=images&cd=vfe&ved=0CBAQjRxqFwoTCLii4aWN6_sCFQAAAAAdAAAAABAE
